table,field,airtable_type,result_type,logic,proposed_recreation
Cash_accounts,Cash_balance_action,formula,singleLineText,"IF(
  AND(
    {Account_status} = ""Active"",
    {Cash_account_subclass} = ""Operating"",
    OR(
      {Investment_status} = ""Active"",
      {Investment_status} = ""Active - Construction"",
      {Investment_status} = ""Pending Sale"",
      {Investment_status} = ""Recap""
    ),
    {Cash_account_subclass} = ""Operating"",
    {Operating_balance_variance} < 0,
    {Reserve_balance_by_entity} > 0
  ),
  ""Monitor Operating account or Fund with Reserve"",
  IF(
    AND(
      {Account_status} = ""Active"",
      {Cash_account_subclass} = ""Operating"",
      OR(
        {Investment_status} = ""Active"",
        {Investment_status} = ""Active - Construction"",
        {Investment_status} = ""Pending Sale"",
        {Investment_status} = ""Recap""
      ),
      {Cash_account_subclass} = ""Operating"",
      {Operating_balance} + {Reserve_balance_by_entity} < {Operating_target_balance}
    ),
    ""Consider Capital Call"",
    IF(
      AND(
        {Account_status} = ""Active"",
        {Cash_account_subclass} = ""Operating"",
        OR(
          {Investment_status} = ""Active"",
          {Investment_status} = ""Active - Construction"",
          {Investment_status} = ""Pending Sale"",
          {Investment_status} = ""Recap""
        ),
        {Cash_account_subclass} = ""Operating"",
        {Operating_balance_variance} > 50000,
        {Reserve_balance_entity_variance} < 0
      ),
      ""Fund Reserve"",
      IF(
        AND(
          {Account_status} = ""Active"",
          {Cash_account_subclass} = ""Operating"",
          OR(
            {Investment_status} = ""Active"",
            {Investment_status} = ""Active - Construction"",
            {Investment_status} = ""Pending Sale"",
            {Investment_status} = ""Recap""
          ),
          {Cash_account_subclass} = ""Operating"",
          {Operating_balance_variance} > 100000,
          {Reserve_balance_entity_variance} >= 0
        ),
        ""Distribute funds"",
        IF(
          AND(
            {Account_status} = ""Active"",
            {Cash_account_subclass} = ""Reserve"",
            OR(
              {Investment_status} = ""Active"",
              {Investment_status} = ""Active - Construction"",
              {Investment_status} = ""Pending Sale"",
              {Investment_status} = ""Recap""
            ),
            {Cash_account_subclass} = ""Reserve"",
            OR(
              {Upcoming_PIP_target_met} = ""Yes"",
              {Upcoming_PIP_target_met} = BLANK()
            ),
            {Reserve_balance_entity_variance} > 100000
          ),
          ""Transfer to Operating for Distribution"",
          """"
        )
      )
    )
  )
)",Postgres generated column or view expression
Cash_accounts,Cash_action_amount,formula,currency,"IF(AND({Cash_balance_action}=""Monitor Operating account or Fund with Reserve"", {Cash_account_subclass}=""Operating""),
    -ROUNDDOWN({Operating_balance_variance},-3),
IF(
  {Cash_balance_action}=""Consider Capital Call"",
  ROUNDUP({Operating_target_balance} - {Operating_balance} - {Reserve_balance_by_entity},-4),
  IF(
    {Cash_balance_action}=""Fund Reserve"",
    ROUNDDOWN({Operating_balance_variance},-4),
    IF(AND({Cash_balance_action}=""Distribute funds"", {Cash_account_subclass}=""Operating""),
    ROUNDDOWN({Operating_balance_variance},-4),
    IF(AND({Cash_balance_action}=""Transfer to Operating for Distribution"", {Cash_account_subclass}=""Reserve""),
    ROUNDDOWN({Reserve_balance_variance},-4),
    BLANK()

    )

    )
  )
)
)",Postgres generated column or view expression
Cash_accounts,PIP_funding_strategy,multipleLookupValues,singleSelect,Investments.[PIP_funding_strategy] via link [Investments_link],JOIN to the linked table in a view (returns array)
Cash_accounts,Time_until_PIP,formula,number,"IF({Renovation_plan_target_end_date}=BLANK(),BLANK(),DATETIME_DIFF({Renovation_plan_target_end_date},TODAY(),'days'))",Postgres generated column or view expression
Cash_accounts,Operating_balance_by_entity,multipleLookupValues,currency,Investments.[Operating_balance] via link [Investments_link],JOIN to the linked table in a view (returns array)
Cash_accounts,Monthly_debt_payment,multipleLookupValues,currency,Investments.[Monthly_debt_payment] via link [Investments_link],JOIN to the linked table in a view (returns array)
Cash_accounts,Owner_comment_last_modified_time,lastModifiedTime,dateTime,,updated_at timestamptz via trigger
Cash_accounts,Owner_comment_last_modified_by,lastModifiedBy,,,set by app / auth.uid()
Cash_accounts,Monthly_debt_payment_date,multipleLookupValues,number,Investments.[Monthly_debt_payment_date] via link [Investments_link],JOIN to the linked table in a view (returns array)
Cash_accounts,Last_modified_time_cresset_position_ID,lastModifiedTime,dateTime,,updated_at timestamptz via trigger
Cash_accounts,Created_time,createdTime,dateTime,,created_at timestamptz default now()
Cash_accounts,CY_interest_income_estimate,formula,currency,"IF({YTD_avg_daily_interest_income}>0,
{YTD_avg_daily_interest_income}*365
,
BLANK()
)",Postgres generated column or view expression
Cash_accounts,YTD_avg_daily_interest_income,rollup,currency,Cash_balance_input.[Daily_interest] via link [Cash_balance_input_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Cash_accounts,State,multipleLookupValues,singleSelect,Investments.[State] via link [Investments_link],JOIN to the linked table in a view (returns array)
Cash_accounts,Record_id,formula,singleLineText,RECORD_ID(),Postgres generated column or view expression
Cash_accounts,Reporting_category,multipleLookupValues,multipleSelects,Investments.[Reporting_category] via link [Investments_link],JOIN to the linked table in a view (returns array)
Cash_balance_input,Cash_balance_input_id,formula,singleLineText,"{Cash_accounts_link}&"" - ""&MONTH({Date})&""_""&DAY({Date})&""_""&YEAR({Date})",Postgres generated column or view expression
Cash_balance_input,Month,formula,number,MONTH({Date}),Postgres generated column or view expression
Cash_balance_input,Day,formula,number,DAY({Date}),Postgres generated column or view expression
Cash_balance_input,Year,formula,number,YEAR({Date}),Postgres generated column or view expression
Cash_balance_input,Lender,multipleLookupValues,multipleRecordLinks,Cash_accounts.[Lenders_link] via link [Cash_accounts_link],JOIN to the linked table in a view (returns array)
Cash_balance_input,Cash_account_subclass,multipleLookupValues,singleSelect,Cash_accounts.[Cash_account_subclass] via link [Cash_accounts_link],JOIN to the linked table in a view (returns array)
Cash_balance_input,Latest_balance_date,multipleLookupValues,date,Cash_accounts.[Latest_balance_date] via link [Cash_accounts_link],JOIN to the linked table in a view (returns array)
Cash_balance_input,Latest_balance,formula,currency,"IF({Latest_balance_date}={Date},{Balance})",Postgres generated column or view expression
Cash_balance_input,Included_in_YTD,formula,singleLineText,"IF({Year}=YEAR(TODAY()),""Yes"","""")",Postgres generated column or view expression
Cash_balance_input,Daily_interest,formula,currency,"IF(OR({Cash_account_subclass}=""Reserve"", {Cash_account_subclass}=""Reserve-Holding"")
,{Balance}*.043/365
,BLANK()
)",Postgres generated column or view expression
Cash_balance_input,Asset_number,multipleLookupValues,singleLineText,Investments.[Asset_number] via link [Investments_link],JOIN to the linked table in a view (returns array)
Cash_balance_input,Created_time,createdTime,dateTime,,created_at timestamptz default now()
Cash_balance_input,Last_modified_by,lastModifiedBy,,,set by app / auth.uid()
Cash_balance_input,Last_modified_time,lastModifiedTime,dateTime,,updated_at timestamptz via trigger
Loan_summary_data,Loan_summary_data_id,formula,singleLineText,"{Investments_link}&""_""&{Loan_type}",Postgres generated column or view expression
Loan_summary_data,Latest_balance_date,rollup,date,Loan_balance_input.[Date] via link [Loan_balance_input_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Loan_summary_data,Latest_debt_balance,rollup,currency,Loan_balance_input.[Latest_balance] via link [Loan_balance_input_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Loan_summary_data,Investment_location_state,multipleLookupValues,singleSelect,Investments.[State] via link [Investments_link],JOIN to the linked table in a view (returns array)
Loan_summary_data,Asset_number,multipleLookupValues,singleLineText,Investments.[Asset_number] via link [Investments_link],JOIN to the linked table in a view (returns array)
Loan_summary_data,Reporting_category,multipleLookupValues,multipleSelects,Investments.[Reporting_category] via link [Investments_link],JOIN to the linked table in a view (returns array)
Loan_summary_data,Investment_status,multipleLookupValues,singleSelect,Investments.[Investment_status] via link [Investments_link],JOIN to the linked table in a view (returns array)
Loan_summary_data,Annual_debt_payment,formula,currency,{Monthly_debt_payment}*12,Postgres generated column or view expression
Loan_summary_data,TTM_noi,multipleLookupValues,currency,Investments.[TTM_NOI] via link [Investments_link],JOIN to the linked table in a view (returns array)
Loan_summary_data,TTM_debt_yield,multipleLookupValues,percent,Investments.[TTM_debt_yield] via link [Investments_link],JOIN to the linked table in a view (returns array)
Loan_summary_data,TTM_dscr,multipleLookupValues,number,Investments.[TTM_DSCR] via link [Investments_link],JOIN to the linked table in a view (returns array)
Loan_summary_data,TTM_debt_yield_variance,formula,percent,"IF(OR({TTM_debt_yield}=BLANK(),{Debt_yield_covenant}=BLANK()),
BLANK(),
{TTM_debt_yield}-{Debt_yield_covenant})",Postgres generated column or view expression
Loan_summary_data,TTM_dscr_variance,formula,number,"IF(OR({TTM_dscr}=BLANK(),{DSCR_covenant}=BLANK()),
BLANK(),
  {TTM_dscr}-{DSCR_covenant})",Postgres generated column or view expression
Loan_summary_data,TTM_dscr_covenant_test,formula,singleLineText,"IF({TTM_dscr_variance}<0,""Non-Compliant"","""")",Postgres generated column or view expression
Loan_summary_data,Rate_maturity_year,formula,singleLineText,"IF(ISERROR(YEAR({Interest_rate_reset_date})),"""",YEAR({Interest_rate_reset_date}))",Postgres generated column or view expression
Loan_summary_data,Loan_maturity_year,formula,number,YEAR({Loan_maturity}),Postgres generated column or view expression
Loan_summary_data,Hotel_anonymous_reference,multipleLookupValues,singleLineText,Investments.[Hotel_anonymous_reference] via link [Investments_link],JOIN to the linked table in a view (returns array)
Loan_summary_data,Market_LTV,multipleLookupValues,percent,Investments.[LTV] via link [Investments_link],JOIN to the linked table in a view (returns array)
Loan_summary_data,TTM_LTV,multipleLookupValues,percent,Investments.[TTM_LTV] via link [Investments_link],JOIN to the linked table in a view (returns array)
Loan_summary_data,LTV_variance,formula,percent,{Market_LTV}-{TTM_LTV},Postgres generated column or view expression
Loan_summary_data,Latest_quarter_debt_paydown,formula,currency,{Latest_quarter_beginning_balance}-{Latest_debt_balance},Postgres generated column or view expression
Loan_summary_data,Latest_quarter_beginning_balance,rollup,currency,Loan_balance_input.[Debt_balance] via link [Loan_balance_input_link],Aggregate (SUM/AVG/etc.) in a view over the linked child rows
Loan_summary_data,Latest_month_DSCR,multipleLookupValues,number,Investments.[Latest_month_DSCR] via link [Investments_link],JOIN to the linked table in a view (returns array)
Loan_summary_data,TTM_GOP,multipleLookupValues,currency,Investments.[TTM_GOP] via link [Investments_link],JOIN to the linked table in a view (returns array)
Loan_summary_data,TTM_total_operating_revenue,multipleLookupValues,currency,Investments.[TTM_total_operating_revenue] via link [Investments_link],JOIN to the linked table in a view (returns array)
Loan_summary_data,Internal_asset_name,multipleLookupValues,singleLineText,Investments.[Internal_asset_name] via link [Investments_link],JOIN to the linked table in a view (returns array)
Loan_summary_data,Asset_subclass,multipleLookupValues,singleSelect,Investments.[Asset_subclass] via link [Investments_link],JOIN to the linked table in a view (returns array)
Loan_summary_data,SP_guarantee,multipleLookupValues,singleSelect,Guarantor_Compliance.[Liability_structure] via link [Guarantor_Compliance],JOIN to the linked table in a view (returns array)
Loan_summary_data,AP_guarantee,multipleLookupValues,singleSelect,Guarantor_Compliance.[Liability_structure] via link [Guarantor_Compliance],JOIN to the linked table in a view (returns array)
Loan_balance_input,Loan_balance_input_id,formula,singleLineText,"{Loan_summary_data_link}&""_""&MONTH({Date})&""_""&YEAR({Date})",Postgres generated column or view expression
Loan_balance_input,Asset_number,multipleLookupValues,singleLineText,Investments.[Asset_number] via link [Investments_link],JOIN to the linked table in a view (returns array)
Loan_balance_input,Month,formula,number,MONTH({Date}),Postgres generated column or view expression
Loan_balance_input,Year,formula,number,YEAR({Date}),Postgres generated column or view expression
Loan_balance_input,Latest_balance_date,multipleLookupValues,date,Loan_summary_data.[Latest_balance_date] via link [Loan_summary_data_link],JOIN to the linked table in a view (returns array)
Loan_balance_input,Latest_balance,formula,currency,"IF({Latest_balance_date}={Date},{Debt_balance})",Postgres generated column or view expression
Loan_balance_input,Record_created_by,createdBy,,,set by app / auth.uid()
Loan_balance_input,Modified_by,lastModifiedTime,dateTime,,updated_at timestamptz via trigger
Short_term_loans,Balance Sheet Primary Key,formula,singleLineText,"{Asset Owner}&"" - ""&{Investment Name}",Postgres generated column or view expression
Short_term_loans,Asset Owner Helper,formula,singleLineText,"IF({Lender (Individual)}=BLANK(),{Lender (Business)},{Lender (Individual)})",Postgres generated column or view expression
Short_term_loans,Investment Name,formula,singleLineText,"""Loan to ""&{Borrower}",Postgres generated column or view expression
Short_term_loans,Cresset_naming_convention,formula,singleLineText,{Investment Name},Postgres generated column or view expression
Hotel_budget,Hotel_budget_id,formula,singleLineText,"{Asset_number}&""_""&MONTH({Date})&""_""&YEAR({Date})",Postgres generated column or view expression
Hotel_budget,Internal_asset_name,multipleLookupValues,singleLineText,Asset_detail.[Internal_asset_name] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_budget,Month,formula,number,MONTH({Date}),Postgres generated column or view expression
Hotel_budget,Year,formula,number,YEAR({Date}),Postgres generated column or view expression
Hotel_budget,Asset_number,multipleLookupValues,singleLineText,Asset_detail.[Asset_number] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_budget,Occupancy_%,formula,percent,"IF({Available_rooms}=BLANK(),BLANK(),
{Occupied_rooms}/{Available_rooms})",Postgres generated column or view expression
Hotel_budget,GOP_%,formula,percent,{Gross_operating_profit}/{Total_operating_revenue},Postgres generated column or view expression
Hotel_budget,Monthly_debt_payment,formula,currency,{Monthly_debt_payment_lookup},Postgres generated column or view expression
Hotel_budget,Cash_flow,formula,currency,{EBITDA_NOI} -{Monthly_debt_payment_lookup},Postgres generated column or view expression
Hotel_budget,DSCR,formula,number,{Adjusted_NOI}/{Monthly_debt_payment_lookup},Postgres generated column or view expression
Hotel_budget,Brand,multipleLookupValues,multipleRecordLinks,Asset_detail.[Hotel_brand_metrics_link] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_budget,NOI_less_donation,formula,currency,{EBITDA_NOI}-{Occupied_rooms},Postgres generated column or view expression
Hotel_budget,NOI_%,formula,percent,{EBITDA_NOI}/{Total_operating_revenue},Postgres generated column or view expression
Hotel_budget,Full_year_total_GOP_%,formula,percent,{Full_year_total_GOP}/{Full_year_total_operating_revenue},Postgres generated column or view expression
Hotel_budget,Prior_year_total_GOP_%,formula,percent,{Prior_year_total_GOP}/{Prior_year_total_operating_revenue},Postgres generated column or view expression
Hotel_budget,Latest_financials_date,multipleLookupValues,date,Asset_detail.[Latest_actuals_date] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_budget,Included_in_YTD,formula,singleLineText,"IF( 
  AND(YEAR({Latest_financials_date}) = YEAR({Date}), 
  OR({Acquisition_date}, {Open_date}), 
  NOT( IS_BEFORE( {Date}, IF({Acquisition_date}, {Acquisition_date}, {Open_date}) ) ), 
  NOT(IS_AFTER({Date}, {Latest_financials_date})) ), 
  ""Yes"", 
  ""No"" 
  )",Postgres generated column or view expression
Hotel_budget,Latest_forecast_date,multipleLookupValues,date,Investments.[Latest_forecast_date] via link [Investments_link],JOIN to the linked table in a view (returns array)
Hotel_budget,Included_in_budget_ex_fcst,formula,singleLineText,"IF(
  {Latest_forecast_date},
  IF(IS_AFTER({Date}, {Latest_forecast_date}), ""Yes"", """"),
  IF(IS_AFTER({Date}, DATEADD({Latest_financials_date}, 1, 'months')), ""Yes"", """")
)",Postgres generated column or view expression
Hotel_budget,Adjusted_NOI,formula,currency,{EBITDA_NOI}-{Total_operating_revenue}*0.04,Postgres generated column or view expression
Hotel_budget,Acquisition_date,multipleLookupValues,date,Asset_detail.[Acquired_date] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_budget,Open_date,multipleLookupValues,date,Asset_detail.[Open_date] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_budget,Monthly_debt_payment_lookup,multipleLookupValues,currency,Hotel_actuals.[Monthly_debt_payment_manual_input] via link [Hotel_actuals],JOIN to the linked table in a view (returns array)
Witness_AM_forecast,Witness_AM_forecast_id,formula,singleLineText,"{Asset_number}&""_""&MONTH({Date})&""_""&YEAR({Date})",Postgres generated column or view expression
Witness_AM_forecast,Internal_asset_name,multipleLookupValues,singleLineText,Asset_detail.[Internal_asset_name] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Witness_AM_forecast,Month,formula,number,MONTH({Date}),Postgres generated column or view expression
Witness_AM_forecast,Year,formula,number,YEAR({Date}),Postgres generated column or view expression
Witness_AM_forecast,Asset_number,multipleLookupValues,singleLineText,Asset_detail.[Asset_number] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Witness_AM_forecast,Occupancy_%,formula,percent,"IF({Available_rooms}=BLANK(),BLANK(),
{Occupied_rooms}/{Available_rooms})",Postgres generated column or view expression
Witness_AM_forecast,GOP_%,formula,percent,{Gross_operating_profit}/{Total_operating_revenue},Postgres generated column or view expression
Witness_AM_forecast,Monthly_debt_payment,multipleLookupValues,currency,Asset_detail.[Monthly_debt_payment] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Witness_AM_forecast,Cash_flow,formula,currency,{EBITDA_NOI} -{Monthly_debt_payment},Postgres generated column or view expression
Witness_AM_forecast,DSCR,formula,number,{EBITDA_NOI}/{Monthly_debt_payment},Postgres generated column or view expression
Witness_AM_forecast,NOI_less_reserve,formula,currency,{EBITDA_NOI}-({Total_operating_revenue}*.03),Postgres generated column or view expression
Witness_AM_forecast,Brand,multipleLookupValues,multipleRecordLinks,Asset_detail.[Hotel_brand_metrics_link] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Witness_AM_forecast,NOI_less_donation,formula,currency,{EBITDA_NOI}-{Occupied_rooms},Postgres generated column or view expression
Witness_AM_forecast,NOI_%,formula,percent,{EBITDA_NOI}/{Total_operating_revenue},Postgres generated column or view expression
Witness_AM_forecast,Full_year_total_GOP_%,formula,percent,{Full_year_total_GOP}/{Full_year_total_operating_revenue},Postgres generated column or view expression
Witness_AM_forecast,Prior_year_total_GOP_%,formula,percent,{Prior_year_total_GOP}/{Prior_year_total_operating_revenue},Postgres generated column or view expression
Witness_AM_forecast,Latest_financials_date,multipleLookupValues,date,Asset_detail.[Latest_actuals_date] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Witness_AM_forecast,Included_in_YTD,formula,singleLineText,"IF(
  AND(
    YEAR({Date}) = YEAR({Latest_financials_date}),
    {Date} <= {Latest_financials_date}
  ),
  ""Yes"",
  ""No""
)",Postgres generated column or view expression
Witness_AM_forecast,Latest_forecast_date,multipleLookupValues,date,Investments.[Latest_forecast_date] via link [Investments_link],JOIN to the linked table in a view (returns array)
Witness_AM_forecast,Included_in_budget_ex_fcst,formula,singleLineText,"IF(
  ({Latest_forecast_date}=BLANK())+({Date}<={Latest_forecast_date})
  ,"""",""Yes"")",Postgres generated column or view expression
Witness_AM_forecast,Adjusted_NOI,formula,currency,{EBITDA_NOI}-{Total_operating_revenue}*0.04,Postgres generated column or view expression
Hotel_forecast,Hotel_forecast_id,formula,singleLineText,"{Asset_number}&""_""&(MONTH({Forecast_period}))&""_""&YEAR({Forecast_date})&""_""&{Forecast_type}",Postgres generated column or view expression
Hotel_forecast,Forecast_period,formula,date,"IF(
  {Forecast_type} = ""30"",
    DATEADD(DATEADD({Forecast_date}, 1, 'month'), -1, 'day'),
    IF(
      {Forecast_type} = ""60"",
        DATEADD(DATEADD({Forecast_date}, 2, 'month'), -1, 'day'),
        IF(
          {Forecast_type} = ""90"",
            DATEADD(DATEADD({Forecast_date}, 3, 'month'), -1, 'day'),
            BLANK()
        )
    )
)",Postgres generated column or view expression
Hotel_forecast,Latest_forecast_check,formula,singleLineText,"IF(
  OR(
    {Forecast_date} = {Latest_forecast_date},
    {Forecast_type} = 30
  ),
  ""Yes"",
  """"
)",Postgres generated column or view expression
Hotel_forecast,Latest_forecast_date,multipleLookupValues,date,Asset_detail.[Latest_forecast_date] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_forecast,Profitsword_hotel_name,multipleLookupValues,singleLineText,Asset_detail.[Profitsword_hotel_name] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_forecast,Asset_number,multipleLookupValues,singleLineText,Asset_detail.[Asset_number] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_forecast,Latest_actuals_date,multipleLookupValues,date,Asset_detail.[Latest_actuals_date] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_forecast,GOP_%,formula,percent,{Gross_operating_profit}/{Total_operating_revenue},Postgres generated column or view expression
Hotel_forecast,NOI_%,formula,percent,{EBITDA_NOI}/{Total_operating_revenue},Postgres generated column or view expression
Hotel_forecast,Year,formula,number,YEAR({Forecast_period}),Postgres generated column or view expression
Hotel_forecast,Adjusted_NOI,formula,currency,{EBITDA_NOI}-{Total_operating_revenue}*0.04,Postgres generated column or view expression
Hotel_forecast,Monthly_debt_payment,multipleLookupValues,currency,Hotel_actuals.[Monthly_debt_payment_manual_input] via link [Hotel_actuals_link],JOIN to the linked table in a view (returns array)
Hotel_forecast,Hotel_forecast_id copy,formula,singleLineText,"{Asset_number}&""_""&(MONTH({Forecast_period}))&""_""&YEAR({Forecast_date})",Postgres generated column or view expression
Hotel_forecast,Latest_forecast_rollup_filter,formula,singleLineText,"IF(
  AND(
    {Latest_forecast_check} = ""Yes"",
      IS_AFTER({Forecast_period}, {Latest_actuals_date})
    )
  ,
  ""Yes"",
  """"
)",Postgres generated column or view expression
Quarterly_hotel_actuals,Quarterly_hotel_actuals_id,formula,singleLineText,"{Asset_number}&""_""&""Q""&DATETIME_FORMAT({Date},""Q_YYYY"")",Postgres generated column or view expression
Quarterly_hotel_actuals,Internal_asset_name,multipleLookupValues,singleLineText,Asset_detail.[Internal_asset_name] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Quarterly_hotel_actuals,Investment_status,multipleLookupValues,singleSelect,Asset_detail.[Investment_status] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Quarterly_hotel_actuals,Asset_number,multipleLookupValues,singleLineText,Asset_detail.[Asset_number] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Quarterly_hotel_actuals,GOP_per_available_room,formula,currency,{Gross_operating_profit}/{Available_rooms},Postgres generated column or view expression
Quarterly_hotel_actuals,EBITDA_per_available_room,formula,currency,{EBITDA}/{Available_rooms},Postgres generated column or view expression
Quarterly_hotel_actuals,Budget_GOP_per_available_room,formula,currency,{Budget_gross_operating_profit}/{Budget_available_rooms},Postgres generated column or view expression
Quarterly_hotel_actuals,Budget_EBITDA_per_available_room,formula,currency,{Budget_EBITDA}/{Budget_available_rooms},Postgres generated column or view expression
Quarterly_hotel_actuals,PY_GOP_per_available_room,formula,currency,{PY_gross_operating_profit}/{PY_Available Rooms},Postgres generated column or view expression
Quarterly_hotel_actuals,PY_EBITDA_per_available_room,formula,currency,{PY_EBITDA}/{PY_Available Rooms},Postgres generated column or view expression
Quarterly_hotel_actuals,Latest_quarter_debt_paydown,multipleLookupValues,currency,Investments.[Quarterly_loan_paydown] via link [Investments_link],JOIN to the linked table in a view (returns array)
Quarterly_hotel_actuals,Operating_balance,multipleLookupValues,currency,Investments.[Operating_balance] via link [Investments_link],JOIN to the linked table in a view (returns array)
Quarterly_hotel_actuals,Reserve_balance,multipleLookupValues,currency,Investments.[Reserve_balance] via link [Investments_link],JOIN to the linked table in a view (returns array)
Quarterly_hotel_actuals,PIP_balance,multipleLookupValues,currency,Investments.[PIP_balance] via link [Investments_link],JOIN to the linked table in a view (returns array)
Quarterly_hotel_actuals,Initial_principal,multipleLookupValues,currency,Investments.[Total_loan_principal] via link [Investments_link],JOIN to the linked table in a view (returns array)
Quarterly_hotel_actuals,Latest_quarter_DSCR_reserve_adjusted,formula,number,({EBITDA}-{Total_operating_revenue}*.04)/(3*{Monthly_debt_payment}),Postgres generated column or view expression
Quarterly_hotel_actuals,Monthly_debt_payment,multipleLookupValues,currency,Investments.[Monthly_debt_payment] via link [Investments_link],JOIN to the linked table in a view (returns array)
Quarterly_hotel_actuals,Latest_debt_balance,multipleLookupValues,currency,Investments.[Latest_debt_balance] via link [Investments_link],JOIN to the linked table in a view (returns array)
Quarterly_hotel_actuals,TTM_DSCR_reserve_adjusted,multipleLookupValues,number,Investments.[TTM_DSCR] via link [Investments_link],JOIN to the linked table in a view (returns array)
Quarterly_hotel_actuals,Latest_quarter_DSCR_non_adjusted,formula,number,({EBITDA})/(3*{Monthly_debt_payment}),Postgres generated column or view expression
Quarterly_hotel_actuals,TTM_DSCR_non_adjusted,multipleLookupValues,number,Investments.[TTM_DSCR_non_adjusted] via link [Investments_link],JOIN to the linked table in a view (returns array)
Quarterly_hotel_actuals,Acquired_date,multipleLookupValues,date,Asset_detail.[Acquired_date] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_actuals,Hotel_actuals_id,formula,singleLineText,"{Asset_number}&""_""&MONTH({Date})&""_""&YEAR({Date})",Postgres generated column or view expression
Hotel_actuals,Internal_asset_name,multipleLookupValues,singleLineText,Asset_detail.[Internal_asset_name] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_actuals,Investment_status,multipleLookupValues,singleSelect,Asset_detail.[Investment_status] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_actuals,Month,formula,number,MONTH({Date}),Postgres generated column or view expression
Hotel_actuals,Year,formula,number,YEAR({Date}),Postgres generated column or view expression
Hotel_actuals,Quarter_year,formula,singleLineText,"""Q""&DATETIME_FORMAT({Date},'Q_YYYY')",Postgres generated column or view expression
Hotel_actuals,Asset_number,multipleLookupValues,singleLineText,Asset_detail.[Asset_number] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_actuals,Occupancy_%,formula,percent,{Occupied_rooms}/{Available_rooms},Postgres generated column or view expression
Hotel_actuals, ADR ,formula,currency,{Rooms_sales}/{Occupied_rooms},Postgres generated column or view expression
Hotel_actuals,RevPAR,formula,currency,{Rooms_sales}/{Available_rooms},Postgres generated column or view expression
Hotel_actuals,GOP_%,formula,percent,{Gross_operating_profit}/{Total_operating_revenue},Postgres generated column or view expression
Hotel_actuals,Latest_actuals_date,multipleLookupValues,date,Asset_detail.[Latest_actuals_date] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_actuals,Included_in_TTM,formula,singleLineText,"IF(
  AND(
    OR({Acquisition_date}, {Open_date}),

    DATETIME_DIFF({Latest_actuals_date}, {Date}, 'months') >= 0,
    DATETIME_DIFF({Latest_actuals_date}, {Date}, 'months') <= 11,

    DATETIME_DIFF(
      {Date},
      IF({Acquisition_date}, {Acquisition_date}, {Open_date}),
      'months'
    ) >= 0
  ),
  ""Yes"",""No""
)",Postgres generated column or view expression
Hotel_actuals,Latest_month_financials,formula,singleLineText,"IF({Date}={Latest_actuals_date},""Yes"","""")",Postgres generated column or view expression
Hotel_actuals,Cash_flow,formula,currency,{EBITDA_NOI}-{Monthly_debt_payment_manual_input},Postgres generated column or view expression
Hotel_actuals,Hotel_brand,multipleLookupValues,singleSelect,Asset_detail.[Hotel_brand] via link [Asset_detail_link],JOIN to the linked table in a view (returns array)
Hotel_actuals,Created_time,createdTime,date,,created_at timestamptz default now()
Hotel_actuals,Adjusted_NOI,formula,currency,{EBITDA_NOI}-({Total_operating_revenue}*.04),Postgres generated column or view expression
Hotel_actuals,NOI_%,formula,percent,{EBITDA_NOI}/{Total_operating_revenue},Postgres generated column or view expression
Hotel_actuals,Latest_updated,createdTime,dateTime,,created_at timestamptz default now()
Hotel_actuals,Cost_per_occupied_room,formula,currency,{Rooms_expense}/{Occupied_rooms},Postgres generated column or view expression
